"global.unique.identifier","last.edited.date","taxonomic.order","category","taxon.concept.id","common.name","scientific.name","subspecies.common.name","subspecies.scientific.name","exotic.code","observation.count","breeding.code","breeding.category","behavior.code","age.sex","country","country.code","state","state.code","county","county.code","iba.code","bcr.code","usfws.code","atlas.block","locality","locality.id","locality.type","observation.date","time.observations.started","observer.id","sampling.event.identifier","protocol.type","protocol.code","project.code","duration.minutes","effort.distance.km","effort.area.ha","number.observers","all.species.reported","group.identifier","has.media","approved","reviewed","reason","trip.comments","species.comments","longitude","latitude","listing.status"
"URN:CornellLabOfOrnithology:EBIRD:OBS412744914","2023-09-20 10:53:01.042628",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1982-05-30","","obsr772799","S30284538","Historical","P62","EBIRD",NA,NA,NA,NA,1,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS157855022","2023-09-18 20:35:16.436473",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"210","","","","","United States","US","Maine","US-ME","Knox","US-ME-013","",NA,NA,"","Isle au Haut--South Shore","L1400869","H","1984-03-25","10:00:00","obsr197345","S11091071","Traveling","P22","EBIRD",180,28.968,NA,30,1,"",0,1,1,NA,"Penobscot Valley Audubon Chapter boat trip around Isle au Haut looking for Harlequin Ducks.  We navigated the south shore of Isle au Haut, and nearby islands, including: Black Horse, White Horse, Great Spoon.","210+: --along south shore of Isle au Haut: 120; --Black Horse Island: 20+, did not cover west side of island; --White Horse Island: 30+, did not cover west side of island; --Great Spoon Island: 30+, did not cover west side of island; --The Cowpen and York Island: 10+ birds.----Note: Little Spoon Island was not censused, nor eastern shore of Isle au Haut from south of Horseman Point, north.  Count of 210+ individuals highest by boat trip.  First time we have covered by boat Isle au Haut and surrounding islands.",-68.6400468,44.0166405,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS686474918","2018-12-16 12:55:27",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","Male, Adult (1)","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Blackwoods Campground Shore","L1269544","H","1985-03-29","","obsr139783","S50716351","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",-68.2013869,44.3065086,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS686464921","2019-11-20 20:25:22",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"88","","","","","United States","US","Maine","US-ME","Knox","US-ME-013","",NA,NA,"","Isle au Haut","L1477419","H","1985-03-15","","obsr139783","S50715618","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",0,1,1,NA,"","Careful count on Western Ear-a known winter concentration site.",-68.626015,44.0460142,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS686555863","2018-12-16 15:19:36",7373,"species","avibase-6BB94D7E","Black-crowned Night Heron","Nycticorax nycticorax","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Beaver Dam Pond","L1595827","H","1985-07-19","","obsr139783","S50723519","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",-68.1951383,44.3623836,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS135299927","2023-09-20 11:02:33.568472",5976,"species","avibase-BF1DA86E","Upland Sandpiper","Bartramia longicauda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Otter Point","L781797","H","1985-07-23","09:00:00","obsr21752","S9518053","Traveling","P22","EBIRD",240,8.047,NA,2,1,"",0,1,0,NA,"","",-68.1901217,44.3072668,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS371956970","2017-11-17 14:56:50",6672,"species","avibase-BDC5CF80","Arctic Tern","Sterna paradisaea","","",NA,"20","","","","","United States","US","Maine","US-ME","Knox","US-ME-013","",NA,NA,"","Isle au Haut","L1477419","H","1985-07-27","","obsr351820","S27386848","Historical","P62","EBIRD",NA,NA,NA,NA,1,"",0,1,0,NA,"3 days, 2 nights","",-68.626015,44.0460142,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1927049666","2024-01-17 22:01:52.617472",6672,"species","avibase-BDC5CF80","Arctic Tern","Sterna paradisaea","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1985-08-15","","obsr1398286","S159174719","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS61617197","2011-07-21 17:25:27",6339,"species","avibase-2771624B","Atlantic Puffin","Fratercula arctica","","",NA,"20","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Peninsula","L476611","H","1985-08-13","","obsr161281","S4471859","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",-68.0582428,44.3403019,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS444126831","2024-04-25 17:34:40.598283",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","Female, Adult (1)","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Park Loop Road","L1292553","H","1985-11-30","10:00:00","obsr139783","S32625201","Historical","P62","EBIRD",240,NA,NA,1,0,"",0,1,0,NA,"","",-68.1873322,44.3469312,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS444134370","2024-04-25 17:34:40.598283",707,"species","avibase-9456DEDF","Barrow's Goldeneye","Bucephala islandica","","",NA,"1","","","","Female, Adult (1)","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","1986-01-01","09:30:00","obsr139783","S32625702","Traveling","P22","EBIRD",180,9.656,NA,2,0,"",0,1,0,NA,"w BA","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS695607158","2024-04-25 19:16:15.306345",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"19","","","","","United States","US","Maine","US-ME","Knox","US-ME-013","",NA,NA,"","Isle au Haut","L1477419","H","1986-03-30","","obsr139783","S51444345","Historical","P62","EBIRD",NA,NA,NA,5,0,"",0,1,0,NA,"","",-68.626015,44.0460142,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS695788761","2024-04-25 19:16:15.306345",7373,"species","avibase-6BB94D7E","Black-crowned Night Heron","Nycticorax nycticorax","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Sand Beach","L486275","H","1986-05-22","","obsr139783","S51458675","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",-68.1822252,44.3292206,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1797023467","2023-09-22 05:06:05.614898",32413,"species","avibase-5BFFE091","Grasshopper Sparrow","Ammodramus savannarum","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Norway Drive and Crooked Road Fields","L1543255","H","1987-05-23","","obsr185722","S146425975","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G10660011",0,1,1,NA,"","",-68.2950926,44.4160035,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS695807792","2023-09-22 05:06:05.614898",32413,"species","avibase-5BFFE091","Grasshopper Sparrow","Ammodramus savannarum","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Norway Drive and Crooked Road Fields","L1543255","H","1987-05-23","","obsr139783","S51460369","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G10660011",0,1,1,NA,"","",-68.2950926,44.4160035,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS575499224","2023-10-29 15:44:00.72511",6664,"species","avibase-115AF02D","Black Tern","Chlidonias niger","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1987-06-10","07:00:00","obsr209450","S42587667","Traveling","P22","EBIRD",720,8.047,NA,2,1,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS208157205","2023-10-29 15:44:00.72511",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1987-08-29","15:35:00","obsr165833","S14963407","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1481119936","2023-01-31 18:03:10.768587",11876,"issf","avibase-6C7DCE6B","Peregrine Falcon","Falco peregrinus","Peregrine Falcon (North American)","Falco peregrinus anatum",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Visitor Center","L476601","H","1987-08-11","","obsr281700","S115261916","Historical","P62","EBIRD",NA,NA,NA,NA,1,"",0,1,1,NA,"","",-68.2463949,44.4084752,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS698471951","2024-04-25 19:16:29.207137",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"50","","","","","United States","US","Maine","US-ME","Knox","US-ME-013","",NA,NA,"","Isle au Haut--South Shore","L1400869","H","1987-11-20","","obsr139783","S51684388","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,1,NA,"","Winter concentration area.",-68.6400468,44.0166405,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1916632403","2024-01-05 19:45:38.9553",6672,"species","avibase-BDC5CF80","Arctic Tern","Sterna paradisaea","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1988-07-06","","obsr233022","S158191429","Historical","P62","EBIRD",NA,NA,NA,NA,1,"",0,1,0,NA,"unable to use more location specific hotspot","",-68.2733291,44.3385984,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS181561537","2021-03-19 06:45:06.768684",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Peninsula","L476611","H","1988-09-19","11:00:00","obsr59612","S13011504","Incidental","P20","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"Frazer Point, Schoodic Point, walked up Schoodic Head.","",-68.0582428,44.3403019,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1078427727","2023-10-29 15:48:06.62512",7373,"species","avibase-6BB94D7E","Black-crowned Night Heron","Nycticorax nycticorax","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","1989-07-14","08:00:00","obsr2121156","S81972735","Traveling","P22","EBIRD",420,4,NA,2,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1078427747","2023-10-29 15:48:06.62512",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","1989-07-14","08:00:00","obsr2121156","S81972735","Traveling","P22","EBIRD",420,4,NA,2,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1078425095","2023-10-29 15:48:06.62512",6699,"species","avibase-74236837","Roseate Tern","Sterna dougallii","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","1989-07-14","08:00:00","obsr2121156","S81972735","Traveling","P22","EBIRD",420,4,NA,2,1,"",0,1,1,NA,"","",-68.0603456,44.3324746,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS35130841","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1989-08-06","","obsr17450","S2584713","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1323652988","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1989-09-13","","obsr428312","S101154781","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS172556913","2023-09-20 10:58:54.345865",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Cadillac Mountain","L159030","H","1989-09-10","10:00:00","obsr59502","S12285279","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",-68.2260418,44.3534831,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS690378530","2018-12-28 13:58:30",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","1990-05-26","15:00:00","obsr177797","S51023988","Stationary","P21","EBIRD",30,NA,NA,1,1,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS296499698","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1990-07-16","","obsr551062","S21804010","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS906889785","2024-05-07 06:42:55.041407",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1990-07-10","","obsr316297","S68097622","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"Holiday in Maine long ago","",-68.2733291,44.3385984,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS667304364","2018-10-16 11:53:59",6672,"species","avibase-BDC5CF80","Arctic Tern","Sterna paradisaea","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","1990-08-07","","obsr227863","S49231762","Historical","P62","EBIRD",NA,NA,NA,NA,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1021766004","2023-09-20 10:53:01.042628",6672,"species","avibase-BDC5CF80","Arctic Tern","Sterna paradisaea","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1990-08-03","","obsr157268","S76977749","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"From the birding journals of James R. Hill, III:  ""3 August 1990.  Bar Harbor, Maine.  Exploring Acadia (bog and coastal areas).  Downy Woodpecker, Red-eyed Vireo, Gold-Crowned Kinglets, Red-breasted Nuthatch, Starling, Blue Jay, Herring Gulls, Common Yellowthroat, Chipping Sparrow, Ring-billed Gull, Black-capped Chickadee, Arctic Tern, Song Sparrow, Junco, Crow, Cormorant, Northern Flicker, Eider, Red-winged Blackbird, Semipalmated Plover, Barn Swallows, Semipalmated Sandpiper, Tree Swallows. Cliff Swallows, Sharp-shinned Hawk (attacking swallows!), Ruddy Turnstone, Wood Thrush, Kingfisher, Goldfinch, female Harrier, Peewee, Black Duck and babies, Mourning Dove, Black-throated Green Warbler, Hermit Thrush, Robin, Cedar Waxwing, Broad-wing Hawk, Chestnut-sided Warbler, Winter Wrens, countersinging in tall black spruce forest that smelled wonderful.  White-throat Sparrows, Least Flycatcher, and Red Squirrels.""","",-68.2733291,44.3385984,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS87727718","2023-09-20 11:02:33.568472",6339,"species","avibase-2771624B","Atlantic Puffin","Fratercula arctica","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Otter Point","L781797","H","1990-08-15","","obsr121989","S6140545","Incidental","P20","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"","",-68.1901217,44.3072668,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1080132468","2023-09-24 21:33:51.460676",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Sargent Mountain","L1366782","H","1990-09-14","","obsr21111","S82131035","Historical","P62","EBIRD",NA,NA,NA,3,0,"",0,1,0,NA,"","",-68.2717656,44.3481336,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS667735769","2023-09-20 10:53:01.042628",707,"species","avibase-9456DEDF","Barrow's Goldeneye","Bucephala islandica","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1991-02-02","","obsr227863","S49263290","Historical","P62","EBIRD",NA,NA,NA,NA,1,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS690113751","2018-12-27 16:21:34",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","1991-05-25","17:00:00","obsr177797","S51001546","Stationary","P21","EBIRD",20,NA,NA,1,1,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS668330756","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","1991-06-14","","obsr227863","S49306716","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
